record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
9681,2017-11-16T14:45:00.000,Missing Person,Missing Vulnerable Adult - Neville Myrie - M/B/71 (CW),"Alert issued 11/16/17 at 2:44 PM.    A Missing Vulnerable Adult Alert has been issued for Neville Myrie, a 71-year-old black male from Uniondale, NY. He has dementia and may be in need of medical attention.    Description: 5'5' tall, 150lbs, with gray hair and black eyes.     Last Seen: On Leslie Lane in Uniondale, NY at approximately 6:30 PM on 11/15.    Vehicle: Driving a 2008 black Chevrolet Equinox with New York registration FZW-1694    Photo: http://bit.ly/2ATkt17.     If you see Neville Myrie, please call the Nassau County Police Department Detective Bureau at (516) 573-7347 or call 9-1-1.",2017-11-16 14:45:00
9698,2017-11-16T10:30:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 11/16/17 at 10:06 AM  Rainfall at DEP rain gauges over the past 24 hours in inches:  Hunts Point 0.37 inches  Jamaica Bay 0.12 inches  North River 0.1 inches  Red Hook 0.37 inches  Tallman Island 0.16 inches    List of Advisories  Bergen Basin on advisory until 11/16/2017 7:00 PM  Gowanus Canal on advisory until 11/16/2017 7:00 PM  Newtown Creek on advisory until 11/17/2017 7:00 AM  Thurston Basin on advisory until 11/16/2017 7:00 PM  Westchester Creek on advisory until 11/16/2017 7:00 PM  Current CSO advisories: 5    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-11-16 10:30:00
9697,2017-11-16T07:33:00.000,Transportation,Traffic Delays - Henry Hudson Parkway at 79th Street (MN),"Notification issued 11/16/17 at 7:33 AM. Due to a motor vehicle collision, expect extensive traffic delays on the Henry Hudson Parkway in both directions near West 79th Street, Manhattan. Consider alternate routes and allow for additional travel time.",2017-11-16 07:33:00
9696,2017-11-15T23:47:00.000,Missing Person,Silver Alert - Edward Hampton M/B/85 (BK),"Silver Alert issued 11/15/17 at 11:43 PM.    A Silver Alert has been issued for Edward Hampton, an 85-year-old black male from Crown Street and Nostrand Avenue in Brooklyn. The missing has dementia and may be in need of medical attention.    Description: 5'8' tall, 165lbs, with gray hair and brown eyes. He was last seen wearing a gray jacket, black pants and white sneakers.    Last Seen: He was last seen at 10:40 AM on 11/15 leaving his residence via car service for a doctor's appointment in the area of 16th Avenue and 62nd Street in Brooklyn.    Photo: https://i.imgur.com/qqOcmQ8.jpg    If you see Mr. Hampton, please call 9-1-1.",2017-11-15 23:47:00
9695,2017-11-15T18:18:00.000,Transportation,Traffic Delays - Jackie Robinson Parkway at Forest Park Drive (QN),"Notification issued 11/15/17 at 6:17 PM. Due to emergency road repairs, expect extensive traffic delays in the area of the Brooklyn-bound Jackie Robinson Parkway and Forest Park Drive in Queens. Consider alternate routes and allow for additional travel time.",2017-11-15 18:18:00
9688,2017-11-15T17:42:00.000,Missing Person,Silver Alert - Nicholas DeFrancesco - M/W/74 (BX),"Silver Alert issued 11/15/17 at 5:39 PM.    A Silver Alert has been issued for Nicholas DeFrancesco, a 74-year-old white male from Waring Avenue and Bruner Avenue in The Bronx. The missing has dementia and may be in need of medical attention.    Description: 6'0' tall, 175lbs, with gray hair. Wearing a black jacket, gray shirt, blue jeans and black sneakers.    Last Seen: Near East Gun Hill Road and Bruner Avenue in The Bronx at approximately 1:25 PM on 11/13.    Photo: http://bit.ly/2htkvUZ.    If you see Nicholas DeFrancesco, please call 9-1-1.",2017-11-15 17:42:00
9694,2017-11-15T16:00:00.000,Weather,Coastal Flood Statement - 11/16 (S QN),"Notification issued 11/15/17 at 4:00 PM. The National Weather Service has issued a Coastal Flood Statement for southern Queens on Thursday, 11/16 from 4:00 AM until 8:00 AM. The affected area includes the southern bays of Queens. Tidal departures of 1-2 feet above normal are expected.    During a Coastal Flood Statement, minor flooding of the most vulnerable shore roads and/or properties is possible. Coastal residents should be alert for later statements and take action to protect property.    For more information, please visit www.weather.gov/nyc.",2017-11-15 16:00:00
9690,2017-11-15T15:00:00.000,zINAC * Aerial (Fly-Over),Planned Flyover - Central Park & Lower Manhattan (MN),,2017-11-15 15:00:00
9693,2017-11-15T08:00:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 11/15/17 at 6:02 AM   Rainfall at DEP rain gauges over the past 24 hours in inches:  Hunts Point 0 inches  Jamaica Bay 0 inches  North River 0 inches  Red Hook 0 inches  Tallman Island 0 inches    List of Advisories  Gowanus Canal on advisory until 11/15/2017 11:00 PM   Current CSO advisories: 1    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK.",2017-11-15 08:00:00
9689,2017-11-14T06:16:00.000,zINAC * Environmental,CSO Advisory (CW),"The following Combined Sewer Overflows are reported as of 11/14/17 at 6:04 AM  Rainfall at DEP rain gauges over the past 24 hours in inches:  Hunts Point 0.52 inches  Jamaica Bay 0.58 inches  North River 0.6 inches  Red Hook 0.65 inches  Tallman Island 0.44 inches    List of Advisories  Bergen Basin On advisory until 11/14/2017 11:00:00 PM  Flushing Creek On advisory until 11/14/2017 11:00:00 AM  Newtown Creek On advisory until 11/14/2017 11:00:00 PM  Thurston Basin On advisory until 11/14/2017 11:00:00 PM  wanus Canal On advisory until 11/15/2017 11:00:00 PM  Westchester Creek On advisory until 11/14/2017 12:00:00 PM  Current CSO advisories: 6    A CSO Waterbody Advisory has been issued. For more info on affected waterbodies, call 311 or go to http://on.nyc.gov/JJmJoK",2017-11-14 06:16:00
9687,2017-11-13T21:28:00.000,Emergency Activity,Police Activity - West 44th Street and 6th Avenue (MN),"Notification issued 11/13/17 at 9:28 PM. Due to police activity, expect traffic delays and a heavy presence of emergency personnel in the area of West 44th Street and 6th Avenue in Manhattan. Consider alternate routes and allow for additional travel time.",2017-11-13 21:28:00
9463,2017-11-13T15:00:00.000,zINAC * Drills / Exercises,CERT Exercise - 11/14 (MN),"Notification issued 11/13/17 at 3:00 PM. As part of a Community Emergency Response Team (CERT) training class, a controlled fire and disaster drill will be conducted at West 18th Street and 5th Avenue in Manhattan from 6:30-9:00 PM tomorrow, 11/14. Expect to see FDNY and NYPD personnel in action. To learn more about CERT, visit http://www.NYC.gov/CERT.",2017-11-13 15:00:00
9685,2017-11-13T15:00:00.000,Utility,Planned Natural Gas Work - 11/14 - Warren Street (BK),"Notification issued 11/13/17 at 3:00 PM. On Tuesday, 11/14, National Grid will be performing gas system construction work on Warren Street to 2nd Street from Nevins Street to 4th Avenue in Brooklyn. This work will take place between 8:00 AM and 8:00 PM. During this period of time, elevated natural gas odor may be experienced throughout the localized area. Please report natural gas emergencies to 9-1-1 if they occur.",2017-11-13 15:00:00
9684,2017-11-13T05:51:00.000,Transportation,Traffic Delays - W/B I-278/Gowanus Expressway (BK),"Notification issued 11/13/17 at 5:50 AM. Due to a vehicle collision, expect extensive traffic delays on the W/B I-278/Gowanus Expressway approaching 39th Street, in Brooklyn. Consider alternate routes and allow for additional travel time.",2017-11-13 05:51:00
9683,2017-11-12T17:49:00.000,Missing Person,Missing Vulnerable Adult - Rose Cucci - F/W/87 (CW),"Alert issued 11/12/17 at 5:48 PM.    A Missing Vulnerable Adult Alert has been issued for Rose Cucci, an 87-year-old white female from Wantagh, New York. She has dementia and may be in need of medical attention.    Description: 5'2' tall, 110lbs, with gray hair and hazel eyes. Wearing a tan hat, white coat, blue pants, a red, blue, and pink scarf, and tan boots.    Last Seen: Near  Bayview Avenue in Wantagh, Nassau County at 10:30 AM on 11/12.    Vehicle: 2013 gray Infiniti G37 with New York registration ETX-9841.    Photo: http://bit.ly/2yu8WUy.     If you see the missing person, please call the Nassau County Police Department 2nd Precinct at (516) 573-7347 or call 9-1-1.",2017-11-12 17:49:00
9682,2017-11-12T10:29:00.000,zINAC * Fire,Three-Alarm Fire - Nagle Avenue and Dyckman Street (MN),"Notification issued 11/12/17 at 10:28 AM. Emergency personnel are on the scene of a three-alarm fire located at Nagle Avenue and Dyckman Street in Manhattan. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2017-11-12 10:29:00
9680,2017-11-11T22:42:00.000,zINAC * Fire,1 Alarm Fire - 490 8th Avenue (MN),"Notification issued 11/11/17 at 10:42 PM. Emergency personnel are on the scene of a 1 alarm fire located at 8th Avenue and West 34th Street, in Manhattan. Expect smoke, traffic delays, and a presence of emergency personnel and vehicles in the area. The NYC Department of Health and Mental Hygiene advises avoiding smoke exposure from structural fires by closing windows while indoors and reducing outdoor activity where smoke is present. People with heart or breathing conditions such as asthma may be more sensitive and should seek immediate medical attention if they experience a worsening of their condition, shortness of breath, or chest pains.",2017-11-11 22:42:00
9679,2017-11-11T19:13:00.000,Transportation,Traffic Delays - LIE at Woodhaven Blvd (QN),"Notification issued 11/11/17 at 7:13 PM. Due to a vehicular fire, expect extensive traffic delays on the Long Island Expressway eastbound, at Woodhaven Blvd, in Queens. Consider alternate routes and allow for additional travel time.",2017-11-11 19:13:00
9678,2017-11-11T16:27:00.000,Transportation,Traffic Delays - BQE (BK/QN),"Notification issued 11/11/17 at 4:27 PM. Due to a disabled vehicle, expect extensive traffic delays on the Brooklyn Queens Expressway eastbound, at McGuinness Blvd in Brooklyn. Consider alternate routes and allow for additional travel time.",2017-11-11 16:27:00
9677,2017-11-11T13:22:00.000,Transportation,Road Reopening - Queens Midtown Tunnel (MN/QN),"Notification issued 11/11/17 at 1:22 PM. Following a prior closure, all lanes of the Queens Midtown Tunnel have reopened in both directions. Expect heavy residual delays.",2017-11-11 13:22:00
9676,2017-11-11T13:08:00.000,Transportation,Road Closure - Queens Midtown Tunnel (MN/QN),"Notification issued 11/11/17 at 1:08 PM. Due to police activity, all lanes of the Queens Midtown Tunnel are closed in both directions. Consider alternate routes and allow for additional travel time.",2017-11-11 13:08:00
9671,2017-11-11T04:43:00.000,Missing Person,Silver Alert - Jesus Roman-Alfonso M/H/73 (QN),"Silver Alert issued 11/11/17 at 4:43 AM.    A Silver Alert has been issued for Jesus Roman-Alfonso, a 73-year-old Hispanic male from Jamaica, Queens. The missing has Alzheimer's and high blood pressure and may be in need of medical attention.    Description: 5'6' tall, 140lbs, thin build with grey hair. He was last seen wearing a black and white hat, a grey coat, multi colored pants, and black shoes.    Last Seen: Near Jamaica Avenue and 178th Street in Queens at approximately 10:00 PM on Thursday, 11/9.    Photo: https://i.imgur.com/vb5ylfm.jpg    If you see Jesus Roman-Alfonso, please call 9-1-1.",2017-11-11 04:43:00
9675,2017-11-10T17:58:00.000,Mass Transit Restoration,Mass Transit Restoration - J & Z train (BK/QN),"Notification issued 11/10/17 at 5:58 PM. Following a prior suspension, normal service has resumed on the J and Z lines in both directions. Expect residual delays.",2017-11-10 17:58:00
9674,2017-11-10T17:25:00.000,Local Mass Transit,Mass Transit Disruption - J and Z Train (QN),"Notification issued 11/10/17 at 5:34 PM. Due to mechanical problems, J and Z train service is suspended between Jamaica Center-Parsons/Archer and Broadway Junction in both directions. Consider alternate routes and allow for additional travel time. For more information, please visit www.mta.info.",2017-11-10 17:25:00
9673,2017-11-10T15:38:00.000,Transportation,Road Reopened - GCP at 164th Street,"Notification issued 11/10/17 at 3:38 PM. Following a prior closure, all lanes of the Grand Central Parkway have reopened at 164th Street, in Queens. Expect residual delays.",2017-11-10 15:38:00
9669,2017-11-10T15:24:00.000,Transportation,Road Closure - Grand Central Parkway W/B at 164th Street,"Notification issued 11/10/17 at 3:22 PM. Due to police activity, all lanes of the Grand Central Parkway are closed in the westbound direction at 164th Street in Queens. Consider alternate routes and allow for additional travel time.",2017-11-10 15:24:00
